abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4444444444444445,5120,70,405,60,EleFish Pokémon,0.2888888888888889,1250000,1.2,65,Shibibeelシビビール,Eelektrik,50.0,603,75,70,0.19999999999999998,electric,,22.0,5,0
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6111111111111112,5120,70,515,30,EleFish Pokémon,0.33333333333333337,1250000,2.1,85,Shibirudonシビルドン,Eelektross,50.0,604,105,80,0.2571428571428571,electric,,80.5,5,0
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2777777777777778,5120,70,335,255,Cerebral Pokémon,0.2222222222222222,1000000,0.5,55,Ligrayリグレー,Elgyem,50.0,605,85,55,0.14285714285714285,psychic,,9.0,5,0
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3888888888888889,5120,70,485,90,Cerebral Pokémon,0.3111111111111111,1000000,1.0,75,Ohbemオーベム,Beheeyem,50.0,606,125,95,0.19999999999999998,psychic,,34.5,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.1388888888888889,5120,70,275,190,Candle Pokémon,0.2222222222222222,1059860,0.3,50,Hitomoshiヒトモシ,Litwick,50.0,607,65,55,0.08571428571428572,ghost,fire,3.1,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.19444444444444445,5120,70,370,90,Lamp Pokémon,0.24444444444444444,1059860,0.6,60,Lamplerランプラー,Lampent,50.0,608,95,60,0.2857142857142857,ghost,fire,13.0,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.2777777777777778,5120,70,520,45,Luring Pokémon,0.3777777777777778,1059860,1.0,60,Chandelaシャンデラ,Chandelure,50.0,609,145,90,0.42857142857142855,ghost,fire,34.3,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.45555555555555555,10240,35,320,75,Tusk Pokémon,0.24444444444444444,1250000,0.6,46,Kibagoキバゴ,Axew,50.0,610,30,40,0.29714285714285715,dragon,,18.0,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6222222222222222,10240,35,410,60,Axe Jaw Pokémon,0.2888888888888889,1250000,1.0,66,Onondoオノンド,Fraxure,50.0,611,40,50,0.35428571428571426,dragon,,36.0,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7888888888888889,10240,35,540,45,Axe Jaw Pokémon,0.3777777777777778,1250000,1.8,76,Ononokusオノノクス,Haxorus,50.0,612,60,70,0.5257142857142857,dragon,,105.5,5,0
"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.3611111111111111,5120,70,305,120,Chill Pokémon,0.15555555555555556,1000000,0.5,55,Kumasyunクマシュン,Cubchoo,50.0,613,60,40,0.19999999999999998,ice,,8.5,5,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.6944444444444444,5120,70,505,60,Freezing Pokémon,0.33333333333333337,1000000,2.6,95,Tunbearツンベアー,Beartic,50.0,614,70,80,0.2571428571428571,ice,,260.0,5,0
['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.25,6400,70,515,25,Crystallizing Pokémon,0.19999999999999998,1000000,1.1,80,Freegeoフリージオ,Cryogonal,,615,95,135,0.5714285714285714,ice,,148.0,5,0
"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.19444444444444445,3840,70,305,200,Snail Pokémon,0.35555555555555557,1000000,0.4,50,Chobomakiチョボマキ,Shelmet,50.0,616,40,65,0.11428571428571428,bug,,7.7,5,0
"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3611111111111111,3840,70,495,75,Shell Out Pokémon,0.15555555555555556,1000000,0.8,80,Agilderアギルダー,Accelgor,50.0,617,100,60,0.8,bug,,25.3,5,0
"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0.3388888888888889,5120,70,471,75,Trap Pokémon,0.35111111111111115,1000000,0.7,109,Maggyoマッギョ,Stunfisk,50.0,618,81,99,0.15428571428571428,ground,electric,11.0,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.4444444444444445,6400,70,350,180,Martial Arts Pokémon,0.19999999999999998,1059860,0.9,45,Kojofuコジョフー,Mienfoo,50.0,619,55,50,0.34285714285714286,fighting,,20.0,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.6666666666666666,6400,70,510,45,Martial Arts Pokémon,0.24444444444444444,1059860,1.4,65,Kojondoコジョンド,Mienshao,50.0,620,95,60,0.5714285714285714,fighting,,35.5,5,0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.638888888888889,7680,70,485,45,Cave Pokémon,0.3777777777777778,1000000,1.6,77,Crimganクリムガン,Druddigon,50.0,621,60,90,0.24571428571428572,dragon,,139.0,5,0
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.38333333333333336,6400,70,303,190,Automaton Pokémon,0.19999999999999998,1000000,1.0,59,Gobitゴビット,Golett,,622,35,50,0.17142857142857143,ground,ghost,92.0,5,0
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.6611111111111111,6400,70,483,90,Automaton Pokémon,0.33333333333333337,1000000,2.8,89,Goloogゴルーグ,Golurk,,623,55,80,0.2857142857142857,ground,ghost,330.0,5,0
"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.4444444444444445,5120,35,340,120,Sharp Blade Pokémon,0.2888888888888889,1000000,0.5,45,Komatanaコマタナ,Pawniard,50.0,624,40,40,0.3142857142857143,dark,steel,10.2,5,0
"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.6666666666666666,5120,35,490,45,Sword Blade Pokémon,0.4222222222222222,1000000,1.6,65,Kirikizanキリキザン,Bisharp,50.0,625,60,70,0.37142857142857144,dark,steel,70.0,5,0
"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,5120,70,490,45,Bash Buffalo Pokémon,0.4,1000000,1.6,95,Buffronバッフロン,Bouffalant,50.0,626,40,95,0.2857142857142857,normal,,94.6,5,0
"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.43333333333333335,5120,70,350,190,Eaglet Pokémon,0.19999999999999998,1250000,0.5,70,Washibonワシボン,Rufflet,100.0,627,37,50,0.3142857142857143,normal,flying,10.5,5,0
"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6555555555555556,5120,70,510,60,Valiant Pokémon,0.3111111111111111,1250000,1.5,100,Warrgleウォーグル,Braviary,100.0,628,57,75,0.42857142857142855,normal,flying,41.0,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.2777777777777778,5120,35,370,190,Diapered Pokémon,0.3111111111111111,1250000,0.5,70,Valchaiバルチャイ,Vullaby,0.0,629,45,65,0.3142857142857143,dark,flying,9.0,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.3333333333333333,5120,35,510,60,Bone Vulture Pokémon,0.4444444444444445,1250000,1.2,110,Vulginaバルジーナ,Mandibuzz,0.0,630,55,95,0.42857142857142855,dark,flying,39.5,5,0
"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5111111111111111,5120,70,484,90,Anteater Pokémon,0.27111111111111114,1000000,1.4,85,Kuitaranクイタラン,Heatmor,50.0,631,105,66,0.34285714285714286,fire,,58.0,5,0
"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5777777777777778,5120,70,484,90,Iron Ant Pokémon,0.47555555555555556,1000000,0.3,58,Aiantアイアント,Durant,50.0,632,48,48,0.5942857142857143,bug,steel,33.0,5,0
['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.3333333333333333,10240,35,300,45,Irate Pokémon,0.19999999999999998,1250000,0.8,52,Monozuモノズ,Deino,50.0,633,45,50,0.18857142857142856,dark,dragon,17.3,5,0
['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.4444444444444445,10240,35,420,45,Hostile Pokémon,0.2888888888888889,1250000,1.4,72,Diheadジヘッド,Zweilous,50.0,634,65,70,0.3028571428571428,dark,dragon,50.0,5,0
['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5555555555555556,10240,35,600,45,Brutal Pokémon,0.3777777777777778,1250000,1.8,92,Sazandoraサザンドラ,Hydreigon,50.0,635,125,90,0.5314285714285715,dark,dragon,160.0,5,0
"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.4444444444444445,10240,70,360,45,Torch Pokémon,0.2222222222222222,1250000,1.1,55,Merlarvaメラルバ,Larvesta,50.0,636,50,55,0.3142857142857143,bug,fire,28.8,5,0
"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.3055555555555556,10240,70,550,15,Sun Pokémon,0.26666666666666666,1250000,1.6,85,Ulgamothウルガモス,Volcarona,50.0,637,135,105,0.5428571428571428,bug,fire,46.0,5,0
['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.4722222222222222,20480,35,580,3,Iron Will Pokémon,0.5511111111111111,1250000,2.1,91,Cobalonコバルオン,Cobalion,,638,90,72,0.5885714285714285,steel,fighting,250.0,5,1
['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,0.6888888888888889,20480,35,580,3,Cavern Pokémon,0.3777777777777778,1250000,1.9,91,Terrakionテラキオン,Terrakion,,639,72,90,0.5885714285714285,rock,fighting,260.0,5,1
['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,0.4722222222222222,20480,35,580,3,Grassland Pokémon,0.2977777777777778,1250000,2.0,91,Virizionビリジオン,Virizion,,640,90,129,0.5885714285714285,grass,fighting,200.0,5,1
"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5277777777777778,30720,90,580,3,Cyclone Pokémon,0.33333333333333337,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,Tornadus,100.0,641,110,90,0.6628571428571428,flying,,63.0,5,1
"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5555555555555556,30720,90,580,3,Bolt Strike Pokémon,0.2888888888888889,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,Thundurus,100.0,642,145,80,0.5485714285714286,electric,flying,61.0,5,1
['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.638888888888889,30720,0,680,3,Vast White Pokémon,0.4222222222222222,1250000,3.2,100,Reshiramレシラム,Reshiram,,643,150,120,0.48571428571428565,dragon,fire,330.0,5,1
['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8055555555555556,30720,0,680,3,Deep Black Pokémon,0.5111111111111111,1250000,2.9,100,Zekromゼクロム,Zekrom,,644,120,100,0.48571428571428565,dragon,electric,345.0,5,1
"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.7777777777777778,30720,90,600,3,Abundance Pokémon,0.3777777777777778,1250000,1.5,89,Landlos (keshin Forme)ランドロス,Landorus,100.0,645,105,80,0.49142857142857144,ground,flying,68.0,5,1
"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.638888888888889,30720,0,700,3,Boundary Pokémon,0.3777777777777778,1250000,3.0,125,Kyuremキュレム,Kyurem,,646,170,100,0.5142857142857142,dragon,ice,325.0,5,1
['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.37222222222222223,20480,35,580,3,Colt Pokémon,0.3777777777777778,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,,647,129,90,0.5885714285714285,water,fighting,48.5,5,1
['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6833333333333333,30720,100,600,3,Melody Pokémon,0.3777777777777778,1250000,0.6,100,Meloetta (step Forme)メロエッタ,Meloetta,,648,77,77,0.7028571428571428,normal,psychic,6.5,5,1
['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.638888888888889,30720,0,600,3,Paleozoic Pokémon,0.4,1250000,1.5,71,Genesectゲノセクト,Genesect,,649,120,95,0.5371428571428571,bug,steel,82.5,5,1
"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3111111111111111,5120,70,313,45,Spiky Nut Pokémon,0.26666666666666666,1059860,0.4,56,Harimaronハリマロン,Chespin,88.1,650,48,45,0.18857142857142856,grass,,9.0,6,0
"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.40555555555555556,5120,70,405,45,Spiny Armor Pokémon,0.4,1059860,0.7,61,Hariborgハリボーグ,Quilladin,88.1,651,56,58,0.29714285714285715,grass,,29.0,6,0
"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5666666666666667,5120,70,530,45,Spiny Armor Pokémon,0.52,1059860,1.6,88,Brigarronブリガロン,Chesnaught,88.1,652,74,75,0.33714285714285713,grass,fighting,90.0,6,0
"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.2222222222222222,5120,70,307,45,Fox Pokémon,0.15555555555555556,1059860,0.4,40,Fokkoフォッコ,Fennekin,88.1,653,62,60,0.3142857142857143,fire,,9.4,6,0
"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.3,5120,70,409,45,Fox Pokémon,0.23555555555555555,1059860,1.0,59,Tairenarテールナー,Braixen,88.1,654,90,70,0.38857142857142857,fire,,14.5,6,0
"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,0.35555555555555557,5120,70,534,45,Fox Pokémon,0.2977777777777778,1059860,1.5,75,Mahoxyマフォクシー,Delphox,88.1,655,114,100,0.5657142857142857,fire,psychic,39.0,6,0
"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.2833333333333333,5120,70,314,45,Bubble Frog Pokémon,0.15555555555555556,1059860,0.3,41,Keromatsuケロマツ,Froakie,88.1,656,62,44,0.3771428571428571,water,,7.0,6,0
"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.32222222222222224,5120,70,405,45,Bubble Frog Pokémon,0.20888888888888887,1059860,0.6,54,Gekogashiraゲコガシラ,Frogadier,88.1,657,83,56,0.5257142857142857,water,,10.9,6,0
"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.7777777777777778,5120,70,640,45,Ninja Pokémon,0.27555555555555555,1059860,1.5,72,Gekkougaゲッコウガ,Greninja,88.1,658,153,71,0.7257142857142858,water,dark,40.0,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17222222222222222,3840,70,237,255,Digging Pokémon,0.14666666666666667,1000000,0.4,38,Horubeeホルビー,Bunnelby,50.0,659,32,36,0.29714285714285715,normal,,5.0,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.2833333333333333,3840,70,423,127,Digging Pokémon,0.32,1000000,1.0,85,Horudoホルード,Diggersby,50.0,660,50,77,0.41714285714285715,normal,ground,42.4,6,0
"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,3840,70,278,255,Tiny Robin Pokémon,0.1688888888888889,1059860,0.3,45,Yayakomaヤヤコマ,Fletchling,50.0,661,40,38,0.3257142857142857,normal,flying,1.7,6,0
"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.37777777777777777,3840,70,382,120,Ember Pokémon,0.2222222222222222,1059860,0.7,62,Hinoyakomaヒノヤコマ,Fletchinder,50.0,662,56,52,0.4514285714285714,fire,flying,16.0,6,0
"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.4222222222222222,3840,70,499,45,Scorching Pokémon,0.29333333333333333,1059860,1.2,78,Fiarrowファイアロー,Talonflame,50.0,663,74,69,0.6914285714285714,fire,flying,24.5,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,3840,70,200,255,Scatterdust Pokémon,0.15555555555555556,1000000,0.3,38,Kofukimushiコフキムシ,Scatterbug,50.0,664,27,25,0.17142857142857143,bug,,2.5,6,0
"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.09444444444444446,3840,70,213,120,Scatterdust Pokémon,0.24444444444444444,1000000,0.3,45,Kofuuraiコフーライ,Spewpa,50.0,665,27,30,0.13714285714285712,bug,,8.4,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.2611111111111111,3840,70,411,45,Scale Pokémon,0.19999999999999998,1000000,1.2,80,Viviyonビビヨン,Vivillon,50.0,666,90,50,0.48,bug,flying,17.0,6,0
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.25,5120,70,369,220,Lion Cub Pokémon,0.23555555555555555,1059860,0.6,62,Shishikoシシコ,Litleo,11.2,667,73,54,0.38285714285714284,fire,normal,13.5,6,0
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.35,5120,70,507,65,Royal Pokémon,0.2977777777777778,1059860,1.5,86,Kaenjishiカエンジシ,Pyroar,11.2,668,109,66,0.5771428571428572,fire,normal,81.5,6,0
"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.18333333333333332,5120,70,303,225,Single Bloom Pokémon,0.1511111111111111,1000000,0.1,44,Flabebeフラベベ,Flabébé,0.0,669,61,79,0.2114285714285714,fairy,,0.1,6,0
"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,5120,70,551,120,Fairy Pokémon,0.27555555555555555,1000000,0.2,74,Floetteフラエッテ,Floette,0.0,670,125,128,0.4971428571428571,fairy,,0.9,6,0
"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,5120,70,552,45,Garden Pokémon,0.28,1000000,1.1,78,Florgesフラージェス,Florges,0.0,671,112,154,0.39999999999999997,fairy,,10.0,6,0
"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,5120,70,350,200,Mount Pokémon,0.1911111111111111,1000000,0.9,66,Meecleメェークル,Skiddo,50.0,672,62,57,0.26857142857142857,grass,,31.0,6,0
"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5277777777777778,5120,70,531,45,Mount Pokémon,0.25333333333333335,1000000,1.7,123,Gogoatゴーゴート,Gogoat,50.0,673,97,81,0.36,grass,,91.0,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.42777777777777776,6400,70,348,220,Playful Pokémon,0.25333333333333335,1000000,0.6,67,Yanchamヤンチャム,Pancham,50.0,674,46,48,0.21714285714285714,fighting,,8.0,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.6611111111111111,6400,70,495,65,Daunting Pokémon,0.3244444444444445,1000000,2.1,95,Gorondaゴロンダ,Pangoro,50.0,675,69,71,0.3028571428571428,fighting,dark,136.0,6,0
